subcounty_pk,subcounty_code,subcounty_name,district_code,district_name,constituency_code, constituency_name
SC37-8,8,BIKURUNGU TOWN COUNCIL,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-1,1,BUGANGARI,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-2,2,BUHUNGA,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-1,1,BUYANJA,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-6,6,BUYANJA TOWN COUNCIL,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-3,3,BWAMBARA,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-1,1,EASTERN DIVISION,37,RUKUNGIRI,233,RUKUNGIRI MUNICIPALITY
SC37-2,2,KEBISONI,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-5,5,KEBISONI TOWN COUNCIL,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-5,5,NYAKAGYEME,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-3,3,NYAKISHENYI,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-4,4,NYARUSHANJE,37,RUKUNGIRI,197,RUBABO COUNTY
SC37-6,6,RUHINDA,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-7,7,RWERERE TOWN COUNCIL,37,RUKUNGIRI,198,RUJUMBURA COUNTY
SC37-2,2,SOUTHERN DIVISION,37,RUKUNGIRI,233,RUKUNGIRI MUNICIPALITY
SC37-3,3,WESTERN DIVISION,37,RUKUNGIRI,233,RUKUNGIRI MUNICIPALITY
SC135-1,1,BUGAMBA,135,RWAMPARA,342,RWAMPARA EAST COUNTY
SC135-7,7,BUTERANIRO-NYEIHANGA TOWN COUNCIL,135,RWAMPARA,143,RWAMPARA COUNTY
SC135-8,8,KABURA TOWN COUNCIL,135,RWAMPARA,342,RWAMPARA EAST COUNTY
SC135-5,5,KINONI TOWN COUNCIL,135,RWAMPARA,143,RWAMPARA COUNTY
SC135-3,3,MWIZI,135,RWAMPARA,342,RWAMPARA EAST COUNTY
SC135-4,4,NDEIJA,135,RWAMPARA,143,RWAMPARA COUNTY
SC135-6,6,RUGANDO,135,RWAMPARA,143,RWAMPARA COUNTY
SC135-2,2,RWEIBOGO-KIBINGO TOWN COUNCIL,135,RWAMPARA,342,RWAMPARA EAST COUNTY
SC97-1,1,ATIIRA,97,SERERE,204,SERERE COUNTY
SC97-1,1,BUGONDO,97,SERERE,203,KASILO COUNTY
SC97-2,2,KADUNGULU,97,SERERE,203,KASILO COUNTY
SC97-6,6,KADUNGULU TOWN COUNCIL,97,SERERE,203,KASILO COUNTY
SC97-8,8,KAGWARA TOWN COUNCIL,97,SERERE,203,KASILO COUNTY
SC97-5,5,KASILO TOWN COUNCIL,97,SERERE,203,KASILO COUNTY
SC97-2,2,KATETA,97,SERERE,204,SERERE COUNTY
SC97-7,7,KIDETOK TOWN COUNCIL,97,SERERE,331,PINGIRE COUNTY
SC97-3,3,KYERE,97,SERERE,204,SERERE COUNTY
SC97-6,6,KYERE TOWN COUNCIL,97,SERERE,204,SERERE COUNTY
SC97-4,4,LABOR,97,SERERE,331,PINGIRE COUNTY
SC97-7,7,OCAAPA TOWN COUNCIL,97,SERERE,204,SERERE COUNTY
SC97-3,3,PINGIRE,97,SERERE,331,PINGIRE COUNTY
SC97-5,5,SERERE TOWN COUNCIL,97,SERERE,204,SERERE COUNTY
SC97-4,4,SERERE/OLIO,97,SERERE,204,SERERE COUNTY
SC101-5,5,BUGONGI TOWN COUNCIL,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC101-1,1,KABWOHE DIVISION,101,SHEEMA,294,SHEEMA MUNICIPALITY
SC101-2,2,KAGANGO DIVISION,101,SHEEMA,294,SHEEMA MUNICIPALITY
SC101-8,8,KAKINDO TOWN COUNCIL,101,SHEEMA,21,SHEEMA COUNTY NORTH
SC101-4,4,KASAANA,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC101-3,3,KASHOZI DIVISION,101,SHEEMA,294,SHEEMA MUNICIPALITY
SC101-2,2,KIGARAMA,101,SHEEMA,21,SHEEMA COUNTY NORTH
SC101-2,2,KITAGATA,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC101-7,7,KITAGATA TOWN COUNCIL,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC101-3,3,KYANGYENYI,101,SHEEMA,21,SHEEMA COUNTY NORTH
SC101-5,5,MASHERUKA,101,SHEEMA,21,SHEEMA COUNTY NORTH
SC101-7,7,MASHERUKA TOWN COUNCIL,101,SHEEMA,21,SHEEMA COUNTY NORTH
SC101-6,6,RUGARAMA,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC101-4,4,SHEEMA CENTRAL DIVISION,101,SHEEMA,294,SHEEMA MUNICIPALITY
SC101-3,3,SHUUKU TOWN COUNCIL,101,SHEEMA,22,SHEEMA COUNTY SOUTH
SC51-12,12,BUBBEZA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-9,9,BUDADIRI TOWN COUNCIL,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-15,15,BUGAMBI,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-6,6,BUGITIMWA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-18,18,BUGUSEGE TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-1,1,BUHUGU,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-4,4,BUKHULO,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-10,10,BUKIISE,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-19,19,BUKIITI TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-6,6,BUKIYI,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-7,7,BUKYABO,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-11,11,BUKYAMBI,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-12,12,BUMALIMBA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-2,2,BUMASIFWA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-15,15,BUMULISHA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-7,7,BUNYAFWA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-13,13,BUSAMAGA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-13,13,BUSIITA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-3,3,BUSULANI,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-4,4,BUTANDIGA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-19,19,BUTANDIGA TOWN COUNCIL,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-3,3,BUTEZA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-17,17,BUTEZA TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-1,1,BUWALASI,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-8,8,BUWASA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-20,20,BUWERI TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-2,2,BUYOBO,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-14,14,DAHAMI,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-16,16,ELGON,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-20,20,GOMBE GASAWA TOWN COUNCIL,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-21,21,KAMA TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-17,17,KIKOBERO,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-14,14,LEGENYA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-11,11,LULENA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-10,10,MAFUDU,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-8,8,MASABA,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-21,21,MUTUFU TOWN COUNCIL,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-9,9,NALUSALA,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-18,18,NAMAGULI,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC51-16,16,NAMUGABWE,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-5,5,SIRONKO TOWN COUNCIL,51,SIRONKO,129,BUDADIRI COUNTY WEST
SC51-5,5,ZESUI,51,SIRONKO,128,BUDADIRI COUNTY EAST
SC38-1,1,ARAPAI,38,SOROTI,251,DAKABELA COUNTY
SC38-2,2,ASURET,38,SOROTI,205,SOROTI COUNTY
SC38-1,1,AUKOT,38,SOROTI,330,GWERI COUNTY
SC38-5,5,AWALIWAL,38,SOROTI,330,GWERI COUNTY
SC38-3,3,GWERI,38,SOROTI,330,GWERI COUNTY
SC38-4,4,KAMUDA,38,SOROTI,205,SOROTI COUNTY
SC38-5,5,KATINE,38,SOROTI,251,DAKABELA COUNTY
SC38-7,7,LALLE,38,SOROTI,205,SOROTI COUNTY
SC38-8,8,OCOKICAN,38,SOROTI,205,SOROTI COUNTY
SC38-2,2,OCULOI,38,SOROTI,251,DAKABELA COUNTY
SC38-7,7,TUBUR,38,SOROTI,251,DAKABELA COUNTY
SC38-4,4,TUBUR TOWN COUNCIL,38,SOROTI,251,DAKABELA COUNTY
SC146-1,1,SOROTI EAST DIVISION,146,SOROTI CITY,207,SOROTI EAST DIVISION
SC146-1,1,SOROTI WEST DIVISION,146,SOROTI CITY,351,SOROTI WEST DIVISION
SC45-2,2,BULONGO,45,SSEMBABULE,119,LWEMIYAGA COUNTY
SC45-8,8,KATWE,45,SSEMBABULE,322,MAWOGOLA WEST COUNTY
SC45-2,2,KAWANDA,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC45-3,3,KYEERA,45,SSEMBABULE,119,LWEMIYAGA COUNTY
SC45-1,1,LUGUSULU,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC45-2,2,LWEBITAKULI,45,SSEMBABULE,322,MAWOGOLA WEST COUNTY
SC45-1,1,LWEMIYAGA,45,SSEMBABULE,119,LWEMIYAGA COUNTY
SC45-3,3,MABINDO,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC45-3,3,MATEETE,45,SSEMBABULE,120,MAWOGOLA COUNTY
SC45-6,6,MATEETE TOWN COUNCIL,45,SSEMBABULE,120,MAWOGOLA COUNTY
SC45-4,4,MIJWALA,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC45-9,9,MITETE,45,SSEMBABULE,120,MAWOGOLA COUNTY
SC45-6,6,MITIMA,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC45-4,4,NABITANGA,45,SSEMBABULE,119,LWEMIYAGA COUNTY
SC45-10,10,NAKASENYI,45,SSEMBABULE,322,MAWOGOLA WEST COUNTY
SC45-5,5,NTUUSI TOWN COUNCIL,45,SSEMBABULE,119,LWEMIYAGA COUNTY
SC45-5,5,SSEMBABULE TOWN COUNCIL,45,SSEMBABULE,273,MAWOGOLA NORTH COUNTY
SC143-1,1,AII-VU/AJIVU,143,TEREGO,11,TEREGO WEST COUNTY
SC143-2,2,BELEAFE,143,TEREGO,11,TEREGO WEST COUNTY
SC143-3,3,KATRINI,143,TEREGO,11,TEREGO WEST COUNTY
SC143-4,4,LEJU TOWN COUNCIL,143,TEREGO,11,TEREGO WEST COUNTY
SC143-5,5,ODUPI,143,TEREGO,279,TEREGO EAST COUNTY
SC143-4,4,OMUGO,143,TEREGO,279,TEREGO EAST COUNTY
SC143-6,6,URIAMA,143,TEREGO,279,TEREGO EAST COUNTY
SC39-4,4,AKADOT,39,TORORO,281,TORORO NORTH COUNTY
SC39-1,1,APETAI,39,TORORO,281,TORORO NORTH COUNTY
SC39-9,9,APOKORI TOWN COUNCIL,39,TORORO,213,TORORO SOUTH COUNTY
SC39-1,1,IYOLWA,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-8,8,IYOLWA TOWN COUNCIL,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-6,6,KALAIT,39,TORORO,213,TORORO SOUTH COUNTY
SC39-8,8,KATAJULA,39,TORORO,209,WEST BUDAMA COUNTY NORTH
SC39-2,2,KAYORO,39,TORORO,213,TORORO SOUTH COUNTY
SC39-1,1,KIREWA,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-2,2,KISOKO,39,TORORO,209,WEST BUDAMA COUNTY NORTH
SC39-1,1,KWAPA,39,TORORO,213,TORORO SOUTH COUNTY
SC39-8,8,KWAPA TOWN COUNCIL,39,TORORO,213,TORORO SOUTH COUNTY
SC39-5,5,MAGODES TOWN COUNCIL,39,TORORO,281,TORORO NORTH COUNTY
SC39-5,5,MAGOLA,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-7,7,MALABA TOWN COUNCIL,39,TORORO,213,TORORO SOUTH COUNTY
SC39-5,5,MELLA,39,TORORO,213,TORORO SOUTH COUNTY
SC39-6,6,MERIKIT,39,TORORO,281,TORORO NORTH COUNTY
SC39-7,7,MERIKIT TOWN COUNCIL,39,TORORO,281,TORORO NORTH COUNTY
SC39-2,2,MOLO,39,TORORO,281,TORORO NORTH COUNTY
SC39-3,3,MORUKATIPE,39,TORORO,213,TORORO SOUTH COUNTY
SC39-3,3,MUKUJU,39,TORORO,281,TORORO NORTH COUNTY
SC39-2,2,MULANDA,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-11,11,MWELLO,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-3,3,NABUYOGA,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-6,6,NABUYOGA TOWN COUNCIL,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-3,3,NAGONGERA,39,TORORO,209,WEST BUDAMA COUNTY NORTH
SC39-6,6,NAGONGERA TOWN COUNCIL,39,TORORO,209,WEST BUDAMA COUNTY NORTH
SC39-10,10,NAWIRE,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-10,10,NYANGOLE,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-13,13,OJILAI,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-9,9,OSIA,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-4,4,OSUKURU TOWN COUCIL,39,TORORO,213,TORORO SOUTH COUNTY
SC39-7,7,PAJWENDA TOWN COUNCIL,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-4,4,PAYA,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-5,5,PETTA,39,TORORO,209,WEST BUDAMA COUNTY NORTH
SC39-4,4,RUBONGI,39,TORORO,210,WEST BUDAMA COUNTY SOUTH
SC39-11,11,SERE,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-12,12,SIWA,39,TORORO,316,WEST BUDAMA CENTRAL COUNTY
SC39-9,9,SONI,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-7,7,SOPSOP,39,TORORO,343,WEST BUDAMA NORTH EAST COUNTY
SC39-1,1,TORORO EASTERN,39,TORORO,214,TORORO MUNICIPALITY
SC39-2,2,TORORO WESTERN,39,TORORO,214,TORORO MUNICIPALITY
SC52-2,2,BUNAMWAYA DIVISION,52,WAKISO,161,MAKINDYE-SSABAGABO MUNICIPALITY
SC52-4,4,BUSSI,52,WAKISO,156,BUSIRO COUNTY SOUTH
SC52-2,2,BUSUKUMA DIVISION,52,WAKISO,160,NANSANA MUNICIPALITY
SC52-2,2,BWEYOGERERE DIVISION,52,WAKISO,284,KIRA MUNICIPALITY
SC52-1,1,DIVISION A,52,WAKISO,164,ENTEBBE MUNICIPALITY
SC52-2,2,DIVISION B,52,WAKISO,164,ENTEBBE MUNICIPALITY
SC52-1,1,GOMBE DIVISION,52,WAKISO,160,NANSANA MUNICIPALITY
SC52-3,3,KAJJANSI TOWN COUNCIL,52,WAKISO,156,BUSIRO COUNTY SOUTH
SC52-1,1,KAKIRI,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-4,4,KAKIRI TOWN COUNCIL,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-2,2,KASANGATI TOWN COUNCIL,52,WAKISO,159,KYADONDO COUNTY EAST
SC52-1,1,KASANJE TOWN COUNCIL,52,WAKISO,156,BUSIRO COUNTY SOUTH
SC52-2,2,KATABI TOWN COUNCIL,52,WAKISO,156,BUSIRO COUNTY SOUTH
SC52-1,1,KIRA DIVISION,52,WAKISO,284,KIRA MUNICIPALITY
SC52-1,1,KYENGERA TOWN COUNCIL,52,WAKISO,154,BUSIRO COUNTY EAST
SC52-1,1,MASAJJA DIVISION,52,WAKISO,161,MAKINDYE-SSABAGABO MUNICIPALITY
SC52-2,2,MASULIITA,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-6,6,MASULIITA TOWN COUNCIL,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-4,4,MENDE,52,WAKISO,154,BUSIRO COUNTY EAST
SC52-3,3,NABWERU DIVISION,52,WAKISO,160,NANSANA MUNICIPALITY
SC52-3,3,NAMAYUMBA,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-5,5,NAMAYUMBA TOWN COUNCIL,52,WAKISO,155,BUSIRO COUNTY NORTH
SC52-3,3,NAMUGONGO DIVISION,52,WAKISO,284,KIRA MUNICIPALITY
SC52-4,4,NANSANA DIVISION,52,WAKISO,160,NANSANA MUNICIPALITY
SC52-3,3,NDEJJE DIVISION,52,WAKISO,161,MAKINDYE-SSABAGABO MUNICIPALITY
SC52-2,2,WAKISO,52,WAKISO,154,BUSIRO COUNTY EAST
SC52-3,3,WAKISO TOWN COUNCIL,52,WAKISO,154,BUSIRO COUNTY EAST
SC53-8,8,APO,53,YUMBE,333,ARINGA EAST COUNTY
SC53-5,5,ARAFA,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-4,4,ARIA,53,YUMBE,333,ARINGA EAST COUNTY
SC53-3,3,ARILO,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-11,11,ARIWA,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-2,2,BARAKALA TOWN COUNCIL,53,YUMBE,333,ARINGA EAST COUNTY
SC53-2,2,BIJO,53,YUMBE,6,ARINGA COUNTY
SC53-1,1,DRAJINI/ARAJIM,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-2,2,KEI,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-12,12,KERWA,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-13,13,KOCHI,53,YUMBE,333,ARINGA EAST COUNTY
SC53-9,9,KULIKULINGA TOWN COUNCIL,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-9,9,KULULU,53,YUMBE,6,ARINGA COUNTY
SC53-3,3,KURU,53,YUMBE,6,ARINGA COUNTY
SC53-14,14,KURU TOWN COUNCIL,53,YUMBE,6,ARINGA COUNTY
SC53-5,5,LOBE TOWN COUNCIL,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-10,10,LODONGA,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-2,2,LODONGA TOWN COUNCIL,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-1,1,LORI,53,YUMBE,333,ARINGA EAST COUNTY
SC53-6,6,MIDIGO,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-1,1,MIDIGO TOWN COUNCIL,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-4,4,ODRAVU,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-3,3,ODRAVU WEST,53,YUMBE,242,ARINGA SOUTH COUNTY
SC53-5,5,ROMOGI,53,YUMBE,333,ARINGA EAST COUNTY
SC53-4,4,WANDI,53,YUMBE,241,ARINGA NORTH COUNTY
SC53-7,7,YUMBE TOWN COUNCIL,53,YUMBE,6,ARINGA COUNTY
SC87-8,8,ABANGA,87,ZOMBO,182,OKORO COUNTY
SC87-4,4,AKAA,87,ZOMBO,275,ORA COUNTY
SC87-2,2,ALANGI,87,ZOMBO,275,ORA COUNTY
SC87-12,12,ATHUMA,87,ZOMBO,182,OKORO COUNTY
SC87-1,1,ATYAK,87,ZOMBO,275,ORA COUNTY
SC87-2,2,JANGOKORO,87,ZOMBO,182,OKORO COUNTY
SC87-3,3,KANGO,87,ZOMBO,275,ORA COUNTY
SC87-4,4,NYAPEA,87,ZOMBO,182,OKORO COUNTY
SC87-11,11,PADEA TOWN COUNCIL,87,ZOMBO,182,OKORO COUNTY
SC87-7,7,PAIDHA,87,ZOMBO,182,OKORO COUNTY
SC87-5,5,PAIDHA TOWN COUNCIL,87,ZOMBO,182,OKORO COUNTY
SC87-9,9,WARR,87,ZOMBO,275,ORA COUNTY
SC87-7,7,WARR TOWN COUNCIL,87,ZOMBO,275,ORA COUNTY
SC87-6,6,ZEU,87,ZOMBO,275,ORA COUNTY
SC87-10,10,ZOMBO TOWN COUNCIL,87,ZOMBO,182,OKORO COUNTY
